Time (UTCG),Apogee Altitude (km),Earth_gravity (m/sec^2),Drag (m/sec^2),SRP (m/sec^2),SUN_Gravity (m/sec^2),Moon_Gravity (m/sec^2)
15:00.0,431.399378,8.643033,0.000051,0.000002,0,0.000001
16:00.0,431.884828,8.646632,0.000051,0.000002,0,0.000001
17:00.0,432.539689,8.650236,0.000052,0.000002,0,0.000001
18:00.0,433.361013,8.653827,0.000053,0.000002,0,0.000001
19:00.0,434.340401,8.657402,0.000055,0.000002,0,0.000001
20:00.0,435.461468,8.660954,0.000056,0.000002,0,0.000001
21:00.0,436.696945,8.664446,0.000057,0.000002,0,0.000001
22:00.0,438.01049,8.667829,0.000058,0.000002,0,0.000001
23:00.0,439.362412,8.671063,0.000059,0.000002,0,0.000001
24:00.0,440.713511,8.674126,0.000059,0.000002,0,0.000001
25:00.0,442.024759,8.67699,0.00006,0.000002,0,0.000001
26:00.0,443.257034,8.679614,0.00006,0.000002,0,0.000001
27:00.0,444.37442,8.681962,0.000061,0.000002,0,0.000001
28:00.0,445.348109,8.684019,0.000061,0.000002,0,0.000001
29:00.0,446.15583,8.685785,0.000062,0.000002,0,0.000001
30:00.0,446.777656,8.68725,0.000063,0.000002,0,0.000001
31:00.0,447.194403,8.688378,0.000065,0.000002,0,0.000001
32:00.0,447.391703,8.689134,0.000066,0.000002,0,0.000001
33:00.0,447.365211,8.689514,0.000067,0.000002,0,0.000001
34:00.0,447.120788,8.689543,0.000068,0.000002,0,0.000001
35:00.0,446.669671,8.68925,0.000068,0.000002,0,0.000001
36:00.0,446.024202,8.688647,0.000068,0.000002,0,0.000001
37:00.0,445.197823,8.687732,0.000067,0.000002,0,0.000001
38:00.0,444.207501,8.68651,0.000065,0.000002,0,0.000001
39:00.0,443.075148,8.684989,0.000062,0.000002,0,0.000001
40:00.0,441.827578,8.683186,0.00006,0.000002,0,0.000001
41:00.0,440.496398,8.681123,0.000057,0.000002,0,0.000001
42:00.0,439.117582,8.678834,0.000055,0.000002,0,0.000001
43:00.0,437.729251,8.676358,0.000052,0.000002,0,0.000001
44:00.0,436.368388,8.673722,0.00005,0.000002,0,0.000001
45:00.0,435.069418,8.670939,0.000049,0.000002,0,0.000001
46:00.0,433.865347,8.668022,0.000048,0.000002,0,0.000001
47:00.0,432.788449,8.664997,0.000047,0.000002,0,0.000001
48:00.0,431.867522,8.661905,0.000046,0.000002,0,0.000001
49:00.0,431.122425,8.658776,0.000045,0.000002,0,0.000001
50:00.0,430.562078,8.655628,0.000045,0.000002,0,0.000001
51:00.0,430.18636,8.652465,0.000045,0.000002,0,0.000001
52:00.0,429.989025,8.649303,0.000044,0.000002,0,0.000001
53:00.0,429.958852,8.646171,0.000044,0.000002,0,0.000001
54:00.0,430.079697,8.643099,0.000045,0.000002,0,0.000001
55:00.0,430.33131,8.640115,0.000045,0.000002,0,0.000001
56:00.0,430.690896,8.637244,0.000046,0.000002,0,0.000001
57:00.0,431.13422,8.634505,0.000047,0.000002,0,0.000001
58:00.0,431.636255,8.631903,0.000049,0.000002,0,0.000001
59:00.0,432.172534,8.629424,0.000051,0.000002,0,0.000001
00:00.0,432.721445,8.627043,0.000053,0.000002,0,0.000001
01:00.0,433.265831,8.624752,0.000054,0.000002,0,0.000001
02:00.0,433.792307,8.622567,0.000056,0.000002,0,0.000001
03:00.0,434.288816,8.620519,0.000058,0.000002,0,0.000001
04:00.0,434.742696,8.618626,0.00006,0.000002,0,0.000001
05:00.0,435.14086,8.616883,0.000062,0.000002,0,0.000001
06:00.0,435.471584,8.615265,0.000063,0.000002,0,0.000001
07:00.0,435.726167,8.61375,0.000065,0.000002,0,0.000001
08:00.0,435.899382,8.612329,0.000066,0.000002,0,0.000001
09:00.0,435.989032,8.611001,0.000067,0.000002,0,0.000001
10:00.0,435.995482,8.60977,0.000067,0.000002,0,0.000001
11:00.0,435.921654,8.608637,0.000068,0.000002,0,0.000001
12:00.0,435.773413,8.607601,0.000068,0.000002,0,0.000001
13:00.0,435.560159,8.606658,0.000068,0.000002,0,0.000001
14:00.0,435.295534,8.6058,0.000068,0.000002,0,0.000001
15:00.0,434.997968,8.605012,0.000068,0.000002,0,0.000001
16:00.0,434.690494,8.604284,0.000068,0.000002,0,0.000001
17:00.0,434.399224,8.603611,0.000068,0.000002,0,0.000001
18:00.0,434.150286,8.602994,0.000068,0.000002,0,0.000001
19:00.0,433.965704,8.602443,0.000069,0.000002,0,0.000001
20:00.0,433.859383,8.601968,0.000069,0.000002,0,0.000001
21:00.0,433.834522,8.601575,0.000069,0.000002,0,0.000001
22:00.0,433.883362,8.601262,0.000069,0.000002,0,0.000001
23:00.0,433.989272,8.601027,0.000069,0.000002,0,0.000001
24:00.0,434.13034,8.600872,0.00007,0.000002,0,0.000001
25:00.0,434.283303,8.600809,0.00007,0.000002,0,0.000001
26:00.0,434.426765,8.600856,0.00007,0.000002,0,0.000001
27:00.0,434.543074,8.601035,0.00007,0.000002,0,0.000001
28:00.0,434.61882,8.601362,0.000069,0.000002,0,0.000001
29:00.0,434.64443,8.601843,0.000069,0.000002,0,0.000001
30:00.0,434.613519,8.602479,0.000069,0.000002,0,0.000001
31:00.0,434.522445,8.60327,0.000068,0.000002,0,0.000001
32:00.0,434.370179,8.604222,0.000067,0.000002,0,0.000001
33:00.0,434.158349,8.605344,0.000067,0.000002,0,0.000001
34:00.0,433.891291,8.606654,0.000066,0.000002,0,0.000001
35:00.0,433.575933,8.608168,0.000065,0.000002,0,0.000001
36:00.0,433.221398,8.609898,0.000063,0.000002,0,0.000001
37:00.0,432.838359,8.611845,0.000062,0.000002,0,0.000001
38:00.0,432.438493,8.614,0.00006,0.000002,0,0.000001
39:00.0,432.034563,8.616352,0.000059,0.000002,0,0.000001
40:00.0,431.641176,8.618899,0.000057,0.000002,0,0.000001
41:00.0,431.275433,8.621644,0.000056,0.000002,0,0.000001
42:00.0,430.956442,8.624587,0.000054,0.000002,0,0.000001
43:00.0,430.703699,8.627703,0.000053,0.000002,0,0.000001
44:00.0,430.5357,8.630954,0.000052,0.000002,0,0.000001
45:00.0,430.470639,8.634307,0.000051,0.000002,0,0.000001
46:00.0,430.527762,8.637751,0.000051,0.000002,0,0.000001
47:00.0,430.727273,8.641291,0.000051,0.000002,0,0.000001
48:00.0,431.086829,8.64492,0.000051,0.000002,0,0.000001
49:00.0,431.616415,8.648607,0.000052,0.000002,0,0.000001
50:00.0,432.315454,8.652306,0.000053,0.000002,0,0.000001
51:00.0,433.173723,8.655974,0.000054,0.000002,0,0.000001
52:00.0,434.173794,8.659584,0.000055,0.000002,0,0.000001
53:00.0,435.292458,8.663114,0.000057,0.000002,0,0.000001
54:00.0,436.501554,8.666539,0.000058,0.000002,0,0.000001
55:00.0,437.769841,8.669834,0.000059,0.000002,0,0.000001
56:00.0,439.065409,8.67298,0.00006,0.000002,0,0.000001
57:00.0,440.356742,8.675961,0.00006,0.000002,0,0.000001
58:00.0,441.612321,8.678761,0.000061,0.000002,0,0.000001
59:00.0,442.800492,8.681357,0.000061,0.000002,0,0.000001
00:00.0,443.89014,8.683727,0.000062,0.000002,0,0.000001
01:00.0,444.850991,8.685845,0.000063,0.000002,0,0.000001
02:00.0,445.653492,8.687678,0.000064,0.000002,0,0.000001
03:00.0,446.270412,8.68918,0.000065,0.000002,0,0.000001
04:00.0,446.68095,8.690318,0.000066,0.000002,0,0.000001
05:00.0,446.874075,8.691084,0.000067,0.000002,0,0.000001
06:00.0,446.847388,8.691492,0.000068,0.000002,0,0.000001
07:00.0,446.602923,8.691549,0.000069,0.000002,0,0.000001
08:00.0,446.145529,8.691251,0.000069,0.000002,0,0.000001
09:00.0,445.485968,8.6906,0.000068,0.000002,0,0.000001
10:00.0,444.643833,8.689627,0.000067,0.000002,0,0.000001
11:00.0,443.644687,8.688376,0.000065,0.000002,0,0.000001
12:00.0,442.51342,8.686872,0.000063,0.000002,0,0.000001
13:00.0,441.271621,8.685105,0.00006,0.000002,0,0.000001
14:00.0,439.942387,8.683059,0.000057,0.000002,0,0.000001
15:00.0,438.556847,8.680745,0.000054,0.000002,0,0.000001
16:00.0,437.154755,8.67821,0.000052,0.000002,0,0.000001
17:00.0,435.778942,8.675503,0.00005,0.000002,0,0.000001
18:00.0,434.469909,8.672659,0.000049,0.000002,0,0.000001
19:00.0,433.264323,8.669699,0.000048,0.000002,0,0.000001
20:00.0,432.195377,8.666647,0.000047,0.000002,0,0.000001
21:00.0,431.290811,8.663536,0.000047,0.000002,0,0.000001
22:00.0,430.569244,8.660393,0.000046,0.000002,0,0.000001
23:00.0,430.038949,8.657238,0.000046,0.000002,0,0.000001
24:00.0,429.698816,8.654089,0.000046,0.000002,0,0.000001
25:00.0,429.539638,8.650966,0.000045,0.000002,0,0.000001
26:00.0,429.54517,8.647887,0.000045,0.000002,0,0.000001
27:00.0,429.694215,8.644862,0.000046,0.000002,0,0.000001
28:00.0,429.963836,8.641894,0.000046,0.000002,0,0.000001
29:00.0,430.33183,8.638997,0.000047,0.000002,0,0.000001
30:00.0,430.777263,8.63619,0.000049,0.000002,0,0.000001
31:00.0,431.279943,8.633494,0.00005,0.000002,0,0.000001
32:00.0,431.820138,8.630926,0.000052,0.000002,0,0.000001
33:00.0,432.378637,8.628502,0.000054,0.000002,0,0.000001
34:00.0,432.936664,8.62623,0.000055,0.000002,0,0.000001
35:00.0,433.475975,8.624106,0.000057,0.000002,0,0.000001
36:00.0,433.979792,8.622113,0.000059,0.000002,0,0.000001
37:00.0,434.434052,8.620237,0.000061,0.000002,0,0.000001
38:00.0,434.827689,8.618479,0.000063,0.000002,0,0.000001
39:00.0,435.151667,8.616843,0.000064,0.000002,0,0.000001
40:00.0,435.39821,8.615327,0.000065,0.000002,0,0.000001
41:00.0,435.561405,8.613916,0.000067,0.000002,0,0.000001
42:00.0,435.638408,8.612597,0.000067,0.000002,0,0.000001
43:00.0,435.629701,8.611374,0.000068,0.000002,0,0.000001
44:00.0,435.538407,8.610256,0.000068,0.000002,0.000001,0.000001
45:00.0,435.370316,8.60924,0.000069,0.000002,0.000001,0.000001
46:00.0,435.135346,8.608301,0.000069,0.000002,0.000001,0.000001
47:00.0,434.849018,8.607421,0.000069,0.000002,0.000001,0.000001
48:00.0,434.532266,8.606599,0.000069,0.000002,0.000001,0.000001
49:00.0,434.209839,8.605843,0.000069,0.000002,0.000001,0.000001
50:00.0,433.908493,8.605151,0.000069,0.000002,0.000001,0.000001
51:00.0,433.654674,8.604512,0.000069,0.000002,0.000001,0.000001
52:00.0,433.4705,8.603926,0.000069,0.000002,0.000001,0.000001
53:00.0,433.368999,8.603408,0.000069,0.000002,0.000001,0.000001
54:00.0,433.351439,8.602979,0.000069,0.000002,0.000001,0.000001
55:00.0,433.407923,8.602638,0.000069,0.000002,0,0.000001
56:00.0,433.520008,8.602369,0.000069,0.000002,0,0.000001
57:00.0,433.664284,8.602169,0.000069,0.000002,0,0.000001
58:00.0,433.816568,8.60206,0.00007,0.000002,0,0.000001
59:00.0,433.955463,8.602077,0.00007,0.000002,0,0.000001
00:00.0,434.063858,8.602238,0.00007,0.000002,0,0.000001
01:00.0,434.12869,8.602543,0.000069,0.000002,0,0.000001
02:00.0,434.14057,8.602995,0.000069,0.000002,0,0.000001
03:00.0,434.093997,8.603611,0.000069,0.000002,0,0.000001
04:00.0,433.987372,8.604418,0.000068,0.000002,0,0.000001
05:00.0,433.822141,8.605429,0.000067,0.000002,0,0.000001
06:00.0,433.601599,8.606643,0.000067,0.000002,0,0.000001
07:00.0,433.330282,8.608053,0.000066,0.000002,0,0.000001
08:00.0,433.014062,8.609654,0.000065,0.000002,0,0.000001
09:00.0,432.660322,8.611445,0.000063,0.000002,0,0.000001
10:00.0,432.278048,8.613423,0.000062,0.000002,0,0.000001
11:00.0,431.878185,8.61559,0.00006,0.000002,0,0.000001
12:00.0,431.474282,8.617955,0.000059,0.000002,0,0.000001
13:00.0,431.082664,8.620529,0.000057,0.000002,0,0.000001
14:00.0,430.721627,8.623313,0.000055,0.000002,0,0.000001
15:00.0,430.410239,8.626288,0.000054,0.000002,0,0.000001
16:00.0,430.167924,8.629427,0.000053,0.000002,0,0.000001
17:00.0,430.014874,8.632712,0.000052,0.000002,0,0.000001
18:00.0,429.972655,8.636132,0.000051,0.000002,0,0.000001
19:00.0,430.062745,8.639674,0.000051,0.000002,0,0.000001
20:00.0,430.303976,8.643316,0.000051,0.000002,0,0.000001
21:00.0,430.709549,8.647023,0.000052,0.000002,0,0.000001
22:00.0,431.284916,8.650756,0.000053,0.000002,0,0.000001
23:00.0,432.027181,8.654478,0.000054,0.000002,0,0.000001
24:00.0,432.925838,8.658165,0.000055,0.000002,0,0.000001
25:00.0,433.963749,8.661803,0.000056,0.000002,0,0.000001
26:00.0,435.116994,8.665377,0.000058,0.000002,0,0.000001
27:00.0,436.353942,8.668857,0.000059,0.000002,0.000001,0.000001
28:00.0,437.63598,8.672197,0.00006,0.000002,0.000001,0.000001
29:00.0,438.921804,8.675343,0.000061,0.000002,0.000001,0.000001
30:00.0,440.173427,8.678261,0.000061,0.000002,0.000001,0.000001
31:00.0,441.359711,8.68094,0.000062,0.000002,0.000001,0.000001
32:00.0,442.455596,8.683378,0.000062,0.000002,0.000001,0.000001
33:00.0,443.439467,8.685572,0.000063,0.000002,0.000001,0.000001
34:00.0,444.291905,8.687511,0.000064,0.000002,0.000001,0.000001
35:00.0,444.99575,8.689188,0.000065,0.000002,0.000001,0.000001
36:00.0,445.535195,8.690591,0.000066,0.000002,0,0.000001
37:00.0,445.893808,8.6917,0.000067,0.000002,0,0.000001
38:00.0,446.054529,8.692478,0.000068,0.000002,0,0.000001
39:00.0,446.003659,8.692887,0.000069,0.000002,0,0.000001
40:00.0,445.73641,8.692912,0.00007,0.000002,0,0.000001
41:00.0,445.259314,8.69257,0.000069,0.000002,0,0.000001
42:00.0,444.587804,8.691892,0.000069,0.000002,0,0.000001
43:00.0,443.741757,8.690908,0.000067,0.000002,0,0.000001
44:00.0,442.74276,8.689637,0.000065,0.000002,0,0.000001
45:00.0,441.614113,8.68809,0.000062,0.000002,0,0.000001
46:00.0,440.382078,8.686279,0.000059,0.000002,0,0.000001
47:00.0,439.07668,8.68422,0.000057,0.000002,0,0.000001
48:00.0,437.731276,8.681938,0.000054,0.000002,0,0.000001
49:00.0,436.380862,8.67946,0.000052,0.000002,0,0.000001
50:00.0,435.059878,8.676809,0.00005,0.000002,0,0.000001
51:00.0,433.801127,8.674,0.000049,0.000002,0,0.000001
52:00.0,432.636377,8.671044,0.000048,0.000002,0,0.000001
53:00.0,431.59757,8.667962,0.000047,0.000002,0,0.000001
54:00.0,430.714711,8.664793,0.000047,0.000002,0,0.000001
55:00.0,430.010735,8.661578,0.000047,0.000002,0,0.000001
56:00.0,429.497494,8.658352,0.000046,0.000002,0,0.000001
57:00.0,429.175471,8.655136,0.000046,0.000002,0,0.000001
58:00.0,429.03637,8.651952,0.000046,0.000002,0,0.000001
59:00.0,429.065386,8.648827,0.000046,0.000002,0,0.000001
00:00.0,429.242188,8.645787,0.000047,0.000002,0,0.000001
01:00.0,429.54219,8.642847,0.000048,0.000002,0,0.000001
02:00.0,429.939112,8.640005,0.000048,0.000002,0,0.000001
03:00.0,430.407712,8.63726,0.00005,0.000002,0,0.000001
04:00.0,430.925101,8.634617,0.000051,0.000002,0,0.000001
05:00.0,431.470694,8.632084,0.000053,0.000002,0,0.000001
06:00.0,432.02588,8.629666,0.000055,0.000002,0,0.000001
07:00.0,432.573916,8.627369,0.000056,0.000002,0,0.000001
08:00.0,433.099693,8.625203,0.000058,0.000002,0,0.000001
09:00.0,433.589237,8.623172,0.00006,0.000002,0,0.000001
10:00.0,434.029464,8.621277,0.000062,0.000002,0,0.000001
11:00.0,434.408619,8.61951,0.000063,0.000002,0,0.000001
12:00.0,434.717016,8.617859,0.000065,0.000002,0,0.000001
13:00.0,434.947452,8.616318,0.000066,0.000002,0,0.000001
14:00.0,435.095267,8.614881,0.000067,0.000002,0,0.000001
15:00.0,435.158408,8.613545,0.000068,0.000002,0,0.000001
16:00.0,435.137612,8.612308,0.000068,0.000002,0,0.000001
17:00.0,435.036511,8.611171,0.000069,0.000002,0,0.000001
18:00.0,434.861799,8.610135,0.000069,0.000002,0,0.000001
19:00.0,434.623904,8.609188,0.000069,0.000002,0.000001,0.000001
20:00.0,434.338064,8.608314,0.000069,0.000002,0.000001,0.000001
21:00.0,434.024857,8.607496,0.000069,0.000002,0.000001,0.000001
22:00.0,433.709296,8.606728,0.000069,0.000002,0.000001,0.000001
23:00.0,433.418413,8.606013,0.000069,0.000002,0.000001,0.000001
24:00.0,433.177809,8.605356,0.000069,0.000002,0.000001,0.000001
25:00.0,433.007576,8.604761,0.000069,0.000002,0.000001,0.000001
26:00.0,432.918458,8.604237,0.000069,0.000002,0.000001,0.000001
27:00.0,432.909862,8.603797,0.000069,0.000002,0.000001,0.000001
28:00.0,432.97072,8.603451,0.000069,0.000002,0,0.000001
29:00.0,433.08258,8.603204,0.000069,0.000002,0,0.000001
30:00.0,433.223432,8.603066,0.000069,0.000002,0,0.000001
31:00.0,433.371183,8.603047,0.00007,0.000002,0,0.000001
32:00.0,433.506044,8.60316,0.00007,0.000002,0,0.000001
33:00.0,433.611518,8.603407,0.00007,0.000002,0,0.000001
34:00.0,433.674416,8.603785,0.000069,0.000002,0,0.000001
35:00.0,433.68475,8.604293,0.000069,0.000002,0,0.000001
36:00.0,433.635873,8.604938,0.000069,0.000002,0,0.000001
37:00.0,433.524553,8.605736,0.000068,0.000002,0,0.000001
38:00.0,433.350733,8.606702,0.000068,0.000002,0,0.000001
39:00.0,433.117268,8.607853,0.000067,0.000002,0,0.000001
40:00.0,432.829869,8.609206,0.000066,0.000002,0,0.000001
41:00.0,432.496971,8.610784,0.000065,0.000002,0,0.000001
42:00.0,432.129161,8.612599,0.000063,0.000002,0,0.000001
43:00.0,431.738428,8.614653,0.000062,0.000002,0,0.000001
44:00.0,431.337698,8.616937,0.00006,0.000002,0,0.000001
45:00.0,430.940684,8.619438,0.000058,0.000002,0,0.000001
46:00.0,430.561695,8.622132,0.000057,0.000002,0,0.000001
47:00.0,430.215643,8.624993,0.000055,0.000002,0,0.000001
48:00.0,429.918908,8.627999,0.000054,0.000002,0,0.000001
49:00.0,429.690784,8.631151,0.000053,0.000002,0,0.000001
50:00.0,429.553743,8.634455,0.000052,0.000002,0,0.000001
51:00.0,429.531785,8.637909,0.000051,0.000002,0,0.000001
52:00.0,429.646974,8.64149,0.000051,0.000002,0,0.000001
53:00.0,429.917268,8.645164,0.000051,0.000002,0,0.000001
54:00.0,430.35532,8.648902,0.000052,0.000002,0,0.000001
55:00.0,430.966612,8.652677,0.000053,0.000002,0,0.000001
56:00.0,431.746885,8.656453,0.000054,0.000002,0,0.000001
57:00.0,432.681624,8.660186,0.000056,0.000002,0,0.000001
58:00.0,433.748903,8.663846,0.000057,0.000002,0,0.000001
59:00.0,434.922538,8.667419,0.000059,0.000002,0,0.000001
00:00.0,436.172422,8.67089,0.00006,0.000002,0,0.000001
01:00.0,437.463753,8.674228,0.000061,0.000002,0,0.000001
02:00.0,438.758745,8.677394,0.000062,0.000002,0,0.000001
03:00.0,440.02018,8.680358,0.000062,0.000002,0.000001,0.000001
04:00.0,441.213026,8.683095,0.000063,0.000002,0.000001,0.000001
05:00.0,442.303769,8.685578,0.000063,0.000002,0.000001,0.000001
06:00.0,443.261159,8.68777,0.000064,0.000002,0.000001,0.000001
07:00.0,444.059596,8.689645,0.000065,0.000002,0.000001,0.000001
08:00.0,444.681314,8.6912,0.000066,0.000002,0.000001,0.000001
09:00.0,445.11463,8.692433,0.000067,0.000002,0.000001,0.000001
10:00.0,445.35152,8.693336,0.000068,0.000002,0.000001,0.000001
11:00.0,445.388685,8.693901,0.000069,0.000002,0.000001,0.000001
12:00.0,445.229832,8.694142,0.00007,0.000002,0,0.000001
13:00.0,444.883497,8.69409,0.00007,0.000002,0,0.000001
14:00.0,444.357175,8.693753,0.00007,0.000002,0,0.000001
15:00.0,443.655609,8.693103,0.000069,0.000002,0,0.000001
16:00.0,442.786888,8.692116,0.000067,0.000002,0,0.000001
17:00.0,441.769065,8.690809,0.000065,0.000002,0,0.000001
18:00.0,440.628448,8.689228,0.000062,0.000002,0,0.000001
19:00.0,439.391999,8.687404,0.000059,0.000002,0,0.000001
20:00.0,438.084715,8.685326,0.000056,0.000002,0,0.000001
21:00.0,436.735886,8.682981,0.000054,0.000002,0,0.000001
22:00.0,435.385278,8.680399,0.000052,0.000002,0,0.000001
23:00.0,434.07971,8.677647,0.00005,0.000002,0,0.000001
24:00.0,432.862614,8.674791,0.000049,0.000002,0,0.000001
25:00.0,431.766761,8.671858,0.000048,0.000002,0,0.000001
26:00.0,430.815481,8.668856,0.000048,0.000002,0,0.000001
27:00.0,430.025346,8.665788,0.000047,0.000002,0,0.000001
28:00.0,429.406867,8.662667,0.000047,0.000002,0,0.000001
29:00.0,428.96405,8.659503,0.000047,0.000002,0,0.000001
30:00.0,428.695138,8.656316,0.000047,0.000002,0,0.000001
31:00.0,428.593503,8.653133,0.000047,0.000002,0,0.000001
32:00.0,428.647075,8.64999,0.000047,0.000002,0,0.000001
33:00.0,428.838095,8.646912,0.000048,0.000002,0,0.000001
34:00.0,429.14529,8.643911,0.000049,0.000002,0,0.000001
35:00.0,429.546981,8.641002,0.00005,0.000002,0,0.000001
36:00.0,430.022029,8.638213,0.000051,0.000002,0,0.000001
37:00.0,430.548659,8.635565,0.000052,0.000002,0,0.000001
38:00.0,431.104176,8.633061,0.000054,0.000002,0,0.000001
39:00.0,431.666915,8.630684,0.000056,0.000002,0,0.000001
40:00.0,432.218365,8.628424,0.000057,0.000002,0,0.000001
41:00.0,432.743103,8.626291,0.000059,0.000002,0,0.000001
42:00.0,433.227162,8.624298,0.000061,0.000002,0,0.000001
43:00.0,433.657244,8.622442,0.000062,0.000002,0,0.000001
44:00.0,434.021578,8.62071,0.000064,0.000002,0,0.000001
45:00.0,434.311001,8.619088,0.000065,0.000002,0,0.000001
46:00.0,434.519044,8.617573,0.000067,0.000002,0,0.000001
47:00.0,434.641595,8.61616,0.000068,0.000002,0,0.000001
48:00.0,434.677194,8.614838,0.000068,0.000002,0,0.000001
49:00.0,434.627747,8.613597,0.000069,0.000002,0,0.000001
50:00.0,434.498841,8.612437,0.000069,0.000002,0,0.000001
51:00.0,434.299595,8.611361,0.000069,0.000002,0,0.000001
52:00.0,434.042798,8.61037,0.000069,0.000002,0,0.000001
53:00.0,433.74543,8.609455,0.000069,0.000002,0,0.000001
54:00.0,433.428765,8.608613,0.000069,0.000002,0,0.000001
55:00.0,433.117387,8.607843,0.000069,0.000002,0.000001,0.000001
56:00.0,432.837099,8.607142,0.000069,0.000002,0.000001,0.000001
57:00.0,432.61178,8.606509,0.000069,0.000002,0.000001,0.000001
58:00.0,432.459383,8.605948,0.000069,0.000002,0.000001,0.000001
59:00.0,432.38832,8.605467,0.000069,0.000002,0.000001,0.000001
00:00.0,432.395963,8.605073,0.000069,0.000002,0.000001,0.000001
01:00.0,432.469762,8.604763,0.00007,0.000002,0,0.000001
02:00.0,432.590103,8.604531,0.00007,0.000002,0,0.000001
03:00.0,432.734036,8.604384,0.00007,0.000002,0,0.000001
04:00.0,432.879052,8.604346,0.00007,0.000002,0,0.000001
05:00.0,433.005748,8.604444,0.00007,0.000002,0,0.000001
06:00.0,433.09866,8.604687,0.00007,0.000002,0,0.000001
07:00.0,433.145897,8.605073,0.00007,0.000002,0,0.000001
08:00.0,433.138912,8.605601,0.00007,0.000002,0,0.000001
09:00.0,433.072835,8.606293,0.000069,0.000002,0,0.000001
10:00.0,432.94664,8.607177,0.000069,0.000002,0,0.000001
11:00.0,432.762443,8.608273,0.000068,0.000002,0,0.000001
12:00.0,432.524143,8.609581,0.000067,0.000002,0,0.000001
13:00.0,432.236353,8.61108,0.000066,0.000002,0,0.000001
14:00.0,431.904398,8.612753,0.000065,0.000002,0,0.000001
15:00.0,431.535343,8.614598,0.000063,0.000002,0,0.000001
16:00.0,431.13921,8.616629,0.000062,0.000002,0,0.000001
17:00.0,430.729381,8.618871,0.00006,0.000002,0,0.000001
18:00.0,430.321945,8.621338,0.000058,0.000002,0,0.000001
19:00.0,429.934728,8.624026,0.000057,0.000002,0,0.000001
20:00.0,429.586918,8.626926,0.000055,0.000002,0,0.000001
21:00.0,429.299105,8.630028,0.000054,0.000002,0,0.000001
22:00.0,429.092629,8.633314,0.000053,0.000002,0,0.000001
23:00.0,428.987861,8.636748,0.000052,0.000002,0,0.000001
24:00.0,429.003081,8.640285,0.000051,0.000002,0,0.000001
25:00.0,429.154621,8.643888,0.000051,0.000002,0,0
26:00.0,429.458179,8.647544,0.000052,0.000002,0,0
27:00.0,429.927999,8.651256,0.000053,0.000002,0,0.000001
28:00.0,430.572885,8.655018,0.000054,0.000002,0,0.000001
29:00.0,431.391588,8.658806,0.000055,0.000002,0,0.000001
30:00.0,432.37089,8.662581,0.000057,0.000002,0,0.000001
31:00.0,433.486742,8.666302,0.000058,0.000002,0.000001,0.000001
32:00.0,434.70649,8.669928,0.00006,0.000002,0,0.000001
33:00.0,435.991437,8.673416,0.000061,0.000002,0,0.000001
34:00.0,437.300526,8.676726,0.000062,0.000002,0,0.000001
35:00.0,438.594728,8.679827,0.000063,0.000002,0,0.000001
36:00.0,439.839934,8.682706,0.000063,0.000002,0,0.000001
37:00.0,441.006881,8.685355,0.000064,0.000002,0,0.000001
38:00.0,442.069084,8.687761,0.000064,0.000002,0,0.000001
39:00.0,443.001012,8.689905,0.000065,0.000002,0,0.000001
40:00.0,443.778121,8.691759,0.000066,0.000002,0,0.000001
41:00.0,444.379072,8.693294,0.000067,0.000002,0,0.000001
42:00.0,444.788754,8.6945,0.000068,0.000002,0,0.000001
43:00.0,444.999338,8.69538,0.000069,0.000002,0,0.000001
44:00.0,445.007796,8.695946,0.00007,0.000002,0,0.000001
45:00.0,444.812322,8.696191,0.000071,0.000002,0,0.000001
46:00.0,444.412373,8.696094,0.000071,0.000002,0,0.000001
47:00.0,443.813144,8.69564,0.00007,0.000002,0,0.000001
48:00.0,443.029257,8.694842,0.000069,0.000002,0,0.000001
49:00.0,442.082682,8.693732,0.000067,0.000002,0,0.000001
50:00.0,440.997399,8.692333,0.000064,0.000002,0,0.000001
51:00.0,439.797754,8.690652,0.000062,0.000002,0,0.000001
52:00.0,438.511894,8.688708,0.000059,0.000002,0,0.000001
53:00.0,437.173629,8.686541,0.000056,0.000002,0,0.000001
54:00.0,435.817964,8.68419,0.000053,0.000002,0,0.000001
55:00.0,434.475592,8.681656,0.000051,0.000002,0,0.000001
56:00.0,433.174812,8.678915,0.00005,0.000002,0,0.000001
57:00.0,431.949378,8.675964,0.000049,0.000002,0,0.000001
58:00.0,430.840834,8.672856,0.000048,0.000002,0,0.000001
59:00.0,429.89069,8.669682,0.000048,0.000002,0,0.000001
00:00.0,429.127299,8.666505,0.000048,0.000002,0,0.000001
01:00.0,428.561551,8.663348,0.000048,0.000002,0,0.000001
02:00.0,428.191094,8.660211,0.000048,0.000002,0,0.000001
03:00.0,428.005481,8.657103,0.000048,0.000002,0,0.000001
04:00.0,427.987838,8.654038,0.000048,0.000002,0,0.000001
05:00.0,428.115936,8.651023,0.000048,0.000002,0,0.000001
06:00.0,428.365514,8.648052,0.000049,0.000002,0,0.000001
07:00.0,428.713839,8.645129,0.00005,0.000002,0,0.000001
08:00.0,429.140483,8.642273,0.000051,0.000002,0,0.000001
09:00.0,429.626024,8.639506,0.000052,0.000002,0,0.000001
10:00.0,430.151412,8.636842,0.000054,0.000002,0,0.000001
11:00.0,430.698665,8.634291,0.000055,0.000002,0,0.000001
